project_name,repo_url,created_date,hackathon_name,bounty_title,org,gitcoin/buidlbox
Heros Of Decentraspace,https://github.com/ATorbMain/heros-of-decentraspace,2020-03-16 23:35:57.657225+00,Funding the Future,[OPGames Challenge 1]  Create an Open-Source HTML5 Game with crypto payout,alto-io,gitcoin
Crypto HTML5 game,https://github.com/isabelgeek,2020-03-28 22:12:15.418547+00,Funding the Future,[OPGames Challenge 1]  Create an Open-Source HTML5 Game with crypto payout,alto-io,gitcoin
Ganking Gamers Royalty Sharing,https://github.com/isabelgeek/ganking-gamers-royalty-sharing,2020-04-06 21:58:34.468886+00,Funding the Future,[OPGames Challenge 2] Use DeFi to create new innovative crypto payout mechanisms for non-blockchain games,alto-io,gitcoin
Co-creator and shareholder marketplace,https://github.com/masaun/co-creator-and-shareholder-marketplace,2020-04-06 14:31:52.76248+00,Funding the Future,[OPGames Challenge 2] Use DeFi to create new innovative crypto payout mechanisms for non-blockchain games,alto-io,gitcoin
Innovative Crypto Payout for Non-Blockchain Games,https://github.com/isabelgeek,2020-04-06 10:43:47.687672+00,Funding the Future,[OPGames Challenge 2] Use DeFi to create new innovative crypto payout mechanisms for non-blockchain games,alto-io,gitcoin
Auction,https://github.com/ADORORG/ador-site,2020-04-07 07:35:36.532556+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
Delevote,https://github.com/dannielboy58 ,2020-04-07 11:22:10.727284+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
Blue Planet ,https://github.com/Zintline/Blue-planet,2020-04-01 20:40:30.576889+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
Web3 exchange for crypto - fiat money,https://github.com/jan-miksik/web3-exchange-crypto-fiat-money/blob/master/README.md,2020-05-10 18:24:13.559819+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
Aptus,https://github.com/Walnut-dev/Aptus,2020-06-12 18:15:05.009663+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
InsureNET,https://github.com/InsureNET/applications/new/master/admin-tool,2020-03-26 15:52:48.538451+00,Funding the Future,What's something you want to see built on Web 3? ,gitcoinco,gitcoin
Enhance productivity of the community ,https://github.com/Bild96/Gitcoin-Academy,2020-05-09 01:22:37.030282+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
Ganking Gamers Royalty Sharing,https://github.com/isabelgeek/ganking-gamers-royalty-sharing,2020-04-06 22:59:52.080294+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
My survey entry,https://github.com/Developer-Dewd/mysterium-email,2020-04-06 20:26:51.974655+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
gamaex,https://github.com/gamaex,2020-04-06 07:03:39.052245+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
Casino,https://github.com/DAle-q/casino/tree/master/casino,2020-04-06 15:33:50.16664+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
I failed to create a project,https://github.com/sizzthehedgehog?tab=repositories,2020-04-04 11:02:20.555493+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
Signatory Client,https://github.com/vbstreetz/signatory-client,2020-04-04 12:37:45.700946+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
Growing The Future,https://github.com/samscalet,2020-04-04 00:10:12.814051+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
FlowStake - Activity Staking Blockchain Network,https://github.com/flowstake,2020-04-03 20:36:55.174054+00,Funding the Future,Funding The Future Feedback Survey,gitcoinco,gitcoin
Water Wallet,https://github.com/theCydonian/WaterWallet,2020-03-19 05:08:35.950296+00,Funding the Future,Create a DIY Hardware Wallet using Signatory $500 bounty,etclabscore,gitcoin
ETCLedger,https://github.com/zoek1/ETCledger,2020-04-06 19:49:50.249707+00,Funding the Future,Create a DIY Hardware Wallet using Signatory $500 bounty,etclabscore,gitcoin
skynet-cli,https://github.com/vbstreetz/skynet-cli,2020-03-01 12:19:06.741058+00,Skynet Hackathon,"(1,750,000 SC) - Gitcoin Skynet Hackathon Challenge",nebulouslabs,gitcoin
D-CHAT,https://github.com/oussema/DecentralizedChatting,2020-02-29 22:44:01.562163+00,Skynet Hackathon,"(1,750,000 SC) - Gitcoin Skynet Hackathon Challenge",nebulouslabs,gitcoin
Skynet iOS,https://github.com/tetek/skynet-ios,2020-03-01 01:24:04.787841+00,Skynet Hackathon,"(1,750,000 SC) - Gitcoin Skynet Hackathon Challenge",nebulouslabs,gitcoin
ZIP Browser,https://github.com/vporton/zip-browser4,2020-02-29 00:08:15.148681+00,Skynet Hackathon,"(1,750,000 SC) - Gitcoin Skynet Hackathon Challenge",nebulouslabs,gitcoin
Skynet Air 2048,https://github.com/ivanmolto/skynet-air-2048,2020-02-29 11:34:20.118955+00,Skynet Hackathon,"(1,750,000 SC) - Gitcoin Skynet Hackathon Challenge",nebulouslabs,gitcoin
TrustlessDAI,https://github.com/sunnyRK/TrustlessDai,2020-07-04 16:31:52.251334+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
DCA,https://github.com/coderrick/protectprivacy,2020-06-26 13:47:28.548904+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
pok cix,https://github.com/hellomalaysia/tbtc.js,2020-06-22 06:00:01.554511+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
Data Leak Pod for Ocean Protocol,https://github.com/nazariyv/ocean-data-leakage,2020-06-23 04:19:49.998667+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
De-Share,https://github.com/mul1sh/de-share-frontend,2020-06-17 17:38:27.815253+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
Protest Live,https://github.com/vbstreetz/protest-live,2020-06-28 22:14:51.712083+00,Protect Privacy,[500 DAI] Protect Privacy Mid-Hack Pitch Day,gitcoinco,gitcoin
TBTC Tornado,https://github.com/tbtctornado,2020-06-28 18:50:24.583145+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
tBTC + TornadoCash,https://github.com/zyra-zia/tBTC-TornadoCash,2020-06-18 10:46:31.379496+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
Wkoo,https://github.com/janus/wkoo,2020-06-30 22:50:19.632245+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
Beacon Grants,https://github.com/mul1sh/web,2020-06-30 09:04:31.315252+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
KeepThings,https://github.com/sunnyRK/KeepChallenge,2020-07-02 11:16:37.807287+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
PrivaSwap,https://github.com/CodinMaster/PrivaSwap,2020-07-06 23:08:11.21501+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
BTC Tornado,https://github.com/tbtctornado,2020-06-22 18:40:55.821357+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
KeepSafe,https://github.com/fragmnt/keepsafe,2020-06-26 22:53:33.398366+00,Protect Privacy,Build a Creative Privacy Feature on Keep Network,keep-network,gitcoin
Onion Continuation of Work,https://github.com/vporton/onionbalance,2020-06-24 00:17:52.705779+00,Protect Privacy,Short-term UX improvements for HTTPS-Everywhere onion support,acatarineu,gitcoin
Send ZCash,https://github.com/littlezigy/send-zcash,2020-06-19 17:22:51.856282+00,Protect Privacy,[$3000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
zper,https://github.com/AaronJaramillo/zper,2020-06-21 12:41:33.713928+00,Protect Privacy,[$3000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Consult Privy,https://github.com/nandit123/consult-privy,2020-06-26 05:25:42.432793+00,Protect Privacy,[$3000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
ZAct,https://github.com/nestorbonilla/z-act,2020-07-06 21:39:57.024667+00,Protect Privacy,[$3000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Permanent Record,https://github.com/zcl-network/permanent-record.git,2020-06-15 20:23:38.434659+00,Protect Privacy,[$2000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Private Ecommerce through Memo,https://github.com/agnelvishal/private-ecommerce-platform,2020-06-17 16:22:07.307857+00,Protect Privacy,[$2000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Zircles,https://github.com/zcash-hackworks/zircles,2020-06-17 16:34:58.890117+00,Protect Privacy,[$2000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Send anonymous email and SMS through memo ,https://github.com/agnelvishal/Anonymous-email-and-SMS-through-zcash,2020-06-18 16:49:27.651869+00,Protect Privacy,[$2000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
Nighthawk ,https://www.github.com/nighthawk-apps,2020-06-16 01:17:36.58527+00,Protect Privacy,[$2000 ZEC] Protect Privacy with Shielded Zcash,zcash,gitcoin
DCA,https://github.com/coderrick/protectprivacy,2020-07-07 04:39:50.849041+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
Private Payroll,https://github.com/masaun/private-payroll,2020-07-06 14:47:31.06856+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
Sunshine,https://github.com/rawfalafel/sunshine,2020-07-06 13:04:55.539796+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
zkToken,https://github.com/keviinfoes/zkTokens,2020-06-29 14:32:19.639403+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
privacy vault on Ethereum based on zk-snark,https://github.com/zyfrank/privacy-vault,2020-06-29 10:58:42.75349+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
privacy vault on Ethereum based on zk-snark,https://github.com/zyfrank/privacy-vault,2020-06-29 10:54:05.425247+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
TrustlessDAI,https://github.com/sunnyRK/TrustlessDai,2020-06-16 12:27:16.824529+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
Secure ERC-20 Transfer dApp,https://github.com/vporton/secure-send-erc20,2020-06-16 04:03:18.028142+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
TrustlessDAI,https://github.com/sunnyRK/TrustlessDai,2020-06-16 12:27:20.277867+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
ZkDAI,https://github.com/nazariyv/private-dai,2020-06-15 22:05:55.066758+00,Protect Privacy,Privacy Hackathon Bounty 1: Privacy in Payments,makerdao,gitcoin
DAISY - A decision gaget for DAI,https://github.com/apguerrera/Daisy,2020-07-06 20:28:34.671509+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
ZK Wallet for Private Voting,https://github.com/invisible-college/democracy,2020-07-06 04:00:07.478785+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
Private Delegation in Maker Governance,https://github.com/tHeMaskedMan981/Private-delegation-Maker-Governance/,2020-07-03 09:27:31.214057+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
Sunshine,https://github.com/rawfalafel/sunshine,2020-07-01 08:54:05.438162+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
pokcix.btc@gmail.com,https://github.com/keep-network/tbtc.js/compare/master...pokcix77:master,2020-06-22 06:17:05.445368+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
gswaman,https://github.com/gabtech,2020-06-23 17:29:33.293358+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
Tornado Governance,https://github.com/keviinfoes/tornado-governance,2020-07-02 10:48:57.020149+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
ZkSnark voting,https://github.com/koinov/zkvote,2020-06-19 20:43:44.135398+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
zeroIP:  Send cryptocurrency without revealing your IP address ,https://github.com/as1ndu/zeroIP,2020-06-20 15:35:09.289772+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
Mixicle Anonymity ,https://github.com/makerdao/community/issues/586#issue-636593972,2020-06-21 20:34:44.117656+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
Maker Private Governance Project,https://github.com/heyheeyheeey/mpgp,2020-06-15 15:20:40.27553+00,Protect Privacy,Privacy Hackathon Bounty 2: Privacy in Governance and Voting,makerdao,gitcoin
NEAR-ONES,https://github.com/Usman75/NEAR-ONES,2020-07-06 23:36:48.825491+00,Protect Privacy,[500 DAI x 3] Blockchain is a Fad Hack,nearprotocol,gitcoin
Sunshine,https://github.com/rawfalafel/sunshine,2020-07-01 08:55:30.682053+00,Protect Privacy,[500 DAI x 3] Blockchain is a Fad Hack,nearprotocol,gitcoin
NEAR-pool,https://github.com/zeropoolnetwork/NEAR-pool,2020-06-22 20:04:05.695732+00,Protect Privacy,[500 DAI x 3] Blockchain is a Fad Hack,nearprotocol,gitcoin
Meme-Chain,https://github.com/sarangparikh22/meme-chain,2020-07-03 09:34:31.830826+00,Protect Privacy,[500 DAI x 3] Blockchain is a Fad Hack,nearprotocol,gitcoin
TikTok Mining,https://github.com/vporton/tiktok-blockchain,2020-06-17 04:59:26.254556+00,Protect Privacy,Blockchain is a Fad Hack,nearprotocol,gitcoin
Wildcard,https://github.com/coderrick/protectprivacy,2020-06-18 15:29:09.503793+00,Protect Privacy,Blockchain is a Fad Hack,nearprotocol,gitcoin
DCA,https://github.com/coderrick/protectprivacy,2020-07-07 04:11:37.715982+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
Private Data hunter,https://github.com/zoek1/private-data-hunter,2020-07-07 02:03:09.236225+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
PWPEvents,https://github.com/izrake/PWPEvents,2020-07-06 23:04:16.246188+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
GitcoinCombineChallnege,https://github.com/sunnyRK/GitCoinCombinePrivacy.git,2020-06-28 06:18:51.301834+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
Sunshine,https://github.com/rawfalafel/sunshine,2020-07-01 08:57:39.320194+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
Decentralized-Spotify,https://github.com/nanspro/Decentralized-Spotify,2020-07-04 14:49:42.765869+00,Protect Privacy,"[1,750 DAI] Build a Protect Privacy Project Combining Multiple Sponsor Platforms/Bounties",gitcoinco,gitcoin
Sema,https://github.com/trinhtan/cosmos-hackathon,2020-05-18 14:40:36.427755+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
Open Marker: NFT marketplace over IBC,https://github.com/p2p-org/marketplace/tree/demo/hack-ibc-nft-docker,2020-05-17 06:17:20.456929+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
Map of Zones,https://github.com/mapofzones,2020-05-03 10:06:49.92213+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
xuanwu gate,https://github.com/858chain/xuanwugate/,2020-05-01 08:55:44.653025+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
Coin Price Bet,https://github.com/vbstreetz/coin-price-bet,2020-05-03 02:08:19.763758+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
dApp using Cosmos SDK and IBC,https://github.com/ivanmolto,2020-04-24 20:43:13.37429+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
MEI,https://github.com/tharamalai/meichain/,2020-04-22 08:07:19.585449+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
Cross-chain Crawler,https://github.com/Motanovici/Cross-Chain-Crawler,2020-05-06 13:29:15.015601+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
djzh,https://github.com/Xiaohong027/djzh2,2020-04-24 08:22:59.5287+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
3chainz,https://github.com/denalimarsh/3chainz,2020-04-25 23:50:01.932018+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
LikeCoin ISCN,https://github.com/likecoin/likecoin-chain/tree/iscn-hackathon,2020-04-29 10:06:34.415496+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
ibc-relayer-graphql,https://github.com/mingderwang/relayer/blob/master/server/README.md,2020-05-06 02:21:08.436752+00,Cross-Chain Hackathon,"[$15,000 ATOMs] - Utilize the Cosmos toolkit - IBC, Ethermint, Peggy & more",cosmos,gitcoin
