,Project ID,Project Name,Applicant Type,Bio,Website,Attester Address,Payout Address,Tags,GOVERNANCE_FUND (OP),OTHER (USD),PARTNER_FUND (OP),RETROPGF_1 (USD),RETROPGF_2 (OP),REVENUE (USD)
510.0,0xa308b01ca0cc1fda4dbfa5b4f26d676bd1cb23cebd2d1dd25c40fea46d58f1e6,Definomics labs,PROJECT,Educational Hub for Decentralized Finance and CryptoEconomics.,https://www.definomicslabs.com/,0x9390fA8656A161442928b442300358D82bEC28b0,0x9390fA8656A161442928b442300358D82bEC28b0,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,317.0,0.0,0.0,0.0,0.0
511.0,0x44be5b3d06daade4fd7a1c3e1bc9428926befe272b72c16f2d72dce66692af13,Week in Ethereum News,PROJECT,"Weekly newsletter about Ethereum.  Since August 21, 2016.",https://weekinethereumnews.com,0x288C53a1BA857EaD34AD0e79F644087F8174185a,0xf482EA8F75cdBC8Ef27515fFf22993362Dc53240,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,121700.47,0.0
512.0,0xf2e7ffb45f3f23db8b2bcbbe51878e0824f428485e39d95e634916be521e9e92,Modular Media ,PROJECT,"A public good for the modular community, providing news, updates, & education ",https://modularmedia.substack.com/,0x061A36DAe7F6e857a526978B052B1b0Cb882a1Dc,0x061A36DAe7F6e857a526978B052B1b0Cb882a1Dc,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
513.0,0x39be80ba67dcdc408202dce1462a12ef64cf5454f3b227f750d09c01c82918f9,ChainPatrol - Real Time Security protecting the OP Collective,PROJECT,Chainpatrol protects the Optimism Collective by blocking online threats daily ,https://chainpatrol.io,0x3D9d22E1821Be3b1Ce2A8ACB6FE47fFEF04243c3,0x3D9d22E1821Be3b1Ce2A8ACB6FE47fFEF04243c3,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
514.0,0x44e382b0845c4bbe3695f5bc8218c1cf75e5c44d1868a08f10571871295ad042,ethOS,PROJECT,ethOS is a free & open source mobile OS that embraces Ethereum,https://www.ethosmobile.org,0x12dC5fF4AB146D9f70e50bd5f9854114a115e6c9,0x12dC5fF4AB146D9f70e50bd5f9854114a115e6c9,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,90600.0,0.0,0.0,0.0,0.0
515.0,0xbc5e56099c6de4d39fcd36d44db1331a819281956214a50218245864c9d18ec4,Woosh,PROJECT,A payments dApp that allows you to send funds to people who don't have a wallet,https://www.wooshapp.com/,0x3B2d493a88D97D26BE518c8048778d155831462B,0xb0E98AAa78A5e75A6320e185cA96335D80780721,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,25000.0,0.0,0.0,0.0,0.0
516.0,0x9ae606d30dc33cdb405ea16e48fd055ba496a088cd4cc7efec488db659a296d2,StreamETH,PROJECT,A censorship resistant web3 events platform and media company,https://streameth.org,0xA93950A195877F4eBC8A4aF3F6Ce2a109404b575,0xA93950A195877F4eBC8A4aF3F6Ce2a109404b575,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,3125.0,0.0,0.0,0.0,65000.0
517.0,0x8950355a1dd8ddcbd9acc926563e980bc6df7b41358a6ba6fa58822f235baedb,Grappa Finance,PROJECT,An option protocol that focuses on composability and liquidation aggregation,https://github.com/grappafinance,0x386f6B908640d9f394EF37bC1b8c3a4018fa3dB1,0xAf92CaaEeA48bbd5486f756E4403e392e33503fE,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
518.0,0x258d37e997650d7c83eba44f7210224fdb2afbf331e6e6dedb8bf6e83c75645c,Funding the Commons,PROJECT,"Incubating digital public goods via conferences, hackathons, and residencies.",http://fundingthecommons.io/,0x576edCed7475D8F64a5e2D5227c93Ca57d7f5d20,0x576edCed7475D8F64a5e2D5227c93Ca57d7f5d20,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,202945.0,0.0,0.0,0.0,22244.0
519.0,0xaee5d6c20a44b769b67767b8e691476d87b0b644784f635664c3f133c63e822b,Keccak hashing,PROJECT,"The Keccak hash function, winner of the SHA3 competition and used in Ethereum",https://keccak.team/keccak.html,0x63527768F33f47482a893818d01F0218ee113Ba8,0x399aA07a970ea3711d002566cafDBe021f9DD0E8,['OP_STACK'],0.0,0.0,0.0,0.0,62838.75403,0.0
520.0,0xa838bacd4b72cce9d99f0489ad48c64ea9ad2b0c5b90c55075f8c5aec4a5bb6d,Travenesia,INDIVIDUAL,3D Generative Art and PFPs ,https://www.aethernity.xyz/,0xA49CEE842116A89299A721D831BCf0511E8F6A15,0xA49CEE842116A89299A721D831BCf0511E8F6A15,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,12004.0
521.0,0x820f5efe1a5260622d32a660a46019384db52b2c3a57756b87af53f985950e8d,Redacted Research,PROJECT,Institutional-grade research collective focused on Ethereum & rollups.,https://twitter.com/RedactedRes,0xe179B39f819d55301762b5745c85F767d988aEbe,0xe179B39f819d55301762b5745c85F767d988aEbe,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
522.0,0x610c90e43f00306d50b676c4b9f3c02612c121ba42137f9eac49dccc8d2d1d07,Nethermind,PROJECT,Nethermind is a Blockchain Research and Software Engineering Company,https://nethermind.io,0x663ec2BfB273447DC236A646d6dAAA333aAB08f7,0xDD71EbF2B1ce923E3e231388a8a7cDba253485c1,['OP_STACK'],0.0,288000.0,0.0,0.0,135000.0,0.0
523.0,0x7b855bce8c0fbab5e05de3891f1cdf733af9f00e06b8fc7c7742bb4fb93774d4,Onchain Reads,PROJECT,"Explorer. Code, design, and mountains. Building: https://pincaster.xyz/",https://onchainreads.phyles.app/,0xCf7ecA52dE76E72e562ADddb513CeF4c609f1fd2,0xCf7ecA52dE76E72e562ADddb513CeF4c609f1fd2,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1600.0,0.0,0.0,0.0,0.0
524.0,0xc666c3ec5d303fd37605cfed32f7233e734a307c495893c11f63749dc73e49d9,Retrolist | RetroPGF Rubric-based List Creation UI,PROJECT,RetroPGF Rubric-based List Creation UI opening to public crowdsourcing,https://retrolist.app,0x73F4e6132Cd9E4a3945d9CA6E98e5985BBe16d2D,0x73F4e6132Cd9E4a3945d9CA6E98e5985BBe16d2D,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
525.0,0xd61045d17bdd1312b455d49bcaf58eab5f8eca9825d145aabc848507cd692d82,Pods,PROJECT,A platform for onchain podcasts. ,https://pods.media/,0x050549F8c196Bf1bcC293172746c847fD4D77d9d,0x050549F8c196Bf1bcC293172746c847fD4D77d9d,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,760.0
526.0,0x7a1947b73ddb3943d864d089f552222edca3de46a42cbebf8d873f139aeef609,wslyvh,INDIVIDUAL,Events @ethereum  🦄 Web3 | OSS | Decentralization | Privacy 🛠️ Indie Maker,https://twitter.com/wslyvh,0x8289432ACD5EB0214B1C2526A5EDB480Aa06A9ab,0xa512c3cf9a63715ced87de5058c684cbff9f4321,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,3321.0,0.0,0.0,0.0,0.0
527.0,0x647d213cfe0907891af5e26a8baa386b8f6ffbaa8206219c2deab554f6f0cbcf,MultiBaas blockchain middleware,PROJECT,Curvegrid's MultiBaas blockchain middleware powers many of the leading DApps.,https://curvegrid.com,0xfa49187F19edeEb7df7868Db82F2D723440B6C6E,0x5A5D4d1669937BE7E774244111130bD1a5Da42BD,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",58000.0,0.0,0.0,0.0,0.0,0.0
528.0,0x3eca7098f253e56e7f0b2da0877651ec375762f07fdae2583281b3d0c82f50e3,Kromatika Finance,PROJECT,"MetaDex Aggregator, Swap, Felo, Gasless and Perpetuals",https://kromatika.finance/,0x556c178B5f1793B8a626eA57FbBA79010b4370Bd,0x05d235d8Ba95bfc457f9a11F64cf869f0f3f60F9,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",600000.0,0.0,0.0,0.0,0.0,0.0
529.0,0x8e02390fa0a94edad31224af640fa639f7d62111f05f32ea1e2746111e45a905,Lyra Finance,PROJECT,A self-custodial derivatives exchange built on Optimism ,https://www.lyra.finance/,0x656b7f17933eE35058d1Beb8b6c65B580E799440,0xD4C00FE7657791C2A43025dE483F05E49A5f76A6,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",3000000.0,0.0,0.0,0.0,0.0,0.0
530.0,0xae4aa2fec8bda8568083e9f482cd0a08c278959582fd6776ea1e55230a2a487a,CryptoStats & CryptoFees.info,PROJECT,"CryptoStats creates public-good data websites, such as CryptoFees.info",https://cryptostats.community,0x69aa21403244889832609963B0028e337a834953,0x69aa21403244889832609963B0028e337a834953,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,22005.0,18549.22,5400.0
531.0,0x709b9997ca752016352dd68ed316bf912105a1a476c25c44cbf1809686fa8bbc,anotherblock,PROJECT,COLLECT – OWN – BELONG,https://anotherblock.io/,0xD8A7d1E1e7e7B35280001180a95e5013E54d1310,0x6d18BBECA13387e3851877E433DA1eFEB77E0804,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,15000.0,0.0,0.0,0.0
532.0,0xaf653d363546b960d5b49fed59d46b5449441ec1d46b4a2b51e2164298666e42,API3 DAO ,PROJECT,API3 has built an oracle node deployed to and operated by the data source. ,https://api3.org/,0x579D7a028634b9d95f3382AC2A20C9F5Bcc99976,0x579D7a028634b9d95f3382AC2A20C9F5Bcc99976,['OP_STACK'],,,,,,
533.0,0x2133357c7f4da64fbf24b6edde526190e6f2396e9b2b7d5f0dde12ff9799867d,Nimbus,PROJECT,Ethereum validators of all sizes trust Nimbus to run their nodes.,https://nimbus.team,0x4413E96F6b46e59326a7695eF871FA902Ff7935d,0x4F0E571C956d54658FD9eBee5e5B4279eB5e765a,['OP_STACK'],0.0,0.0,0.0,0.0,84000.0,0.0
534.0,0x49fdb9c842a1295fd27af6adfca0941414c3b7f6e69aa056bb9418a9a629c2eb,Protofire Blockchain Learning Path,PROJECT,80+ web3 engineers helping main protocols and networks since 2016.,https://protofire.io/,0x5fC34D03cFdf145Db5f3c5B5558e39a4164AAa30,0x5fC34D03cFdf145Db5f3c5B5558e39a4164AAa30,['DEVELOPER_ECOSYSTEM'],,,,,,
535.0,0x93efc906a84b4367757350dacd0ad700cafc78eb658fcb47d0b4f7e0240d2e9f,GoPlus Security,PROJECT,Web3 user security network,https://gopluslabs.io,0x5a293687b286bBd175513C627d7f871A2f701A87,0x5a293687b286bBd175513C627d7f871A2f701A87,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
536.0,0x2da0a205208f0703f3b53ee3b8a1e385d587a8c79768521ff1d088d34356a7a1,Airstack,PROJECT,Airstack: The easiest way to integrate everything web3,https://airstack.xyz,0xeaf55242a90bb3289dB8184772b0B98562053559,0xeaf55242a90bb3289dB8184772b0B98562053559,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
537.0,0x2d4bf185c104a0e1976fd4d96265b829218839875d671f24a3211288f9f1c2fa,Messari,PROJECT,Messari Protocol Services provides freely available research and reporting,https://messari.io/,0x47A6a1B6492B6dF811606B8294A02b4268e86dAD,0x47A6a1B6492B6dF811606B8294A02b4268e86dAD,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,19085.0,0.0
538.0,0x8ea2ef9ab0d04fe8fdb9edd5208abf0504eafb530378f52b6a401f2b26a9e233,Gov,PROJECT,Deploy your DAO in a few seconds,https://w3hc.org,0x27292E1a901E3E0bE7d144aDba4CAD07da2d8a42,0x83E2403A8b94AF988B4F4Ae9869577783b8CD216,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,1079.78,0.0
539.0,0x43a3dfdedf7dc7ba761c2c6c39f1ff92749ec592bdaa818dd15faf42f53d0401,Paco Bytes,INDIVIDUAL,Serial OP Stack forker,https://therealbytes.com,0x9687c70DcFE21C6198703C813cDAEC9d3458e068,0x5b71c4B33a871f32A402cE243195a727D1775512,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",35000.0,0.0,0.0,0.0,0.0,0.0
540.0,0x37772ce655f287f26af2d3c5252c704af87428dec0c993fd5d30f2e4f35f0314,Defy Foundation,PROJECT,We are a leading educational academy about crypto and DeFi ,https://defy.foundation/home-en,0x07176cf362C7594e945015069d9C2010FE8DEb8e,0x567beAF7ffb0A5A2175f462F7571C2b420E9D5cC,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,21700.0,0.0,0.0,0.0,0.0
541.0,0x7d1e13db1b852828f7072e10fcfc179751c624f6a93929a3b5a4a6795d5bdec4,ChainList,PROJECT,"List of EVM networks and RPCs for them, with performance and privacy ratings",https://chainlist.org/,0xe2bBCF440D0F1419f93cD84Dda24759188c3185D,0xe2bBCF440D0F1419f93cD84Dda24759188c3185D,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,49900.0,0.0
542.0,0x0f58770e28eee769f12903e9f1a7bb057fbe07869e5f026d30e1d06458a55105,Onchain Media Enthusiast,PROJECT,Open edition mint celebrating onchain media.,https://www.onvessel.world/onchain-media-enthusiast,0xFF0c6EC0130575e51e9B7173F1E095f188e3d524,0xFF0c6EC0130575e51e9B7173F1E095f188e3d524,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,512.63,0.0,0.0,0.0,0.0
543.0,0x1053c5fc1597ff030c267d4667898095ca3a42cc370fe9b8d156880b8a2b455e,The Ethernaut,PROJECT,A wargame for developers to learn how to break dummy smart contracts.,https://ethernaut.openzeppelin.com/,0x7D5a44baad1992092504bb8DCA602615fCe09351,0x1c14b478ADA4E2fc5D1E67B918D4ec4756BE579F,['DEVELOPER_ECOSYSTEM'],,,,,,
544.0,0xb77dba2c57ae730d73a32f05ed1e4e606d7028084345c5bc295f12d5048c5fc8,RetroPGF Community,PROJECT,A community initiative to amplify RetroPGF,https://www.retropgf.com/,0x6eb78c56F639b3d161456e9f893c8e8aD9d754F0,0xE60B9D951da8488405Da3ee341431417898870c8,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
545.0,0xf82d6bed5abf74e7540f503c694097612b6002103966ccaec043b19557787cb9,European Crypto Initiative,PROJECT,European Crypto Initiative is a non-profit crypto advocacy organisation,https://eu.ci/,0xd12ad1237897C1d9A658eF879278750e2434aa06,0xd12ad1237897C1d9A658eF879278750e2434aa06,['COLLECTIVE_GOVERNANCE'],0.0,615000.0,0.0,0.0,0.0,360000.0
546.0,0xd589501f226f1cb4a8b47dc4d78d6d8e3887033ba197e60ef0499eb5d40315bb,APAC DAO,PROJECT,The most extensive web3 B2B community in APAC with 2K+ members from 800 projects,https://apacdao.net/,0x4F5F74D5770c943d2d111F14dEb8743Ba366Eb45,0x4F5F74D5770c943d2d111F14dEb8743Ba366Eb45,['DEVELOPER_ECOSYSTEM'],1500.0,0.0,0.0,0.0,0.0,0.0
547.0,0x7ab835fe64d2895755b3bbb798cd2164884ff924485993448394a28a1f854d33,BMX by Morphex,PROJECT,BMX is a perpetual DEX built on Base with unique tokenomics.,https://bmx.morphex.trade/,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,0x1ebc5be8da50Dd5Ff45c598c53E4564EA373717b,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,8351.0
548.0,0x6a6895e360009a6b3f15b176fec8fc400567658003b2bd408228fab9e2bd2489,Interport Finance,PROJECT,We empower traders with fast cross-chain swaps at the best rates.,https://interport.fi,0x47660F6662FA3f4c76406EaEb9A7489Db280C6b3,0x8ab8629030ff4c7023F813FD9AE00422AdEDc0bb,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
549.0,0x09cf4d12f221b02800975408200f32b18b428c08f6796199f2b9b4a54fe86bc7,Eventcaster,PROJECT,Eventcaster is the social calendar and meetups app built on Farcaster,https://eventcaster.xyz,0x538527f3602acaD78596F17B422Fcf5613Af1409,0x538527f3602acaD78596F17B422Fcf5613Af1409,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
550.0,0x8526b3343ae97a1859ff98d7f7d414ba2f47735d62a84b94f5aef514b5260aa6,Edge & Node / The Graph,PROJECT,The Graph organizes and makes usable web3 data for dapps via GraphQL. ,https://thegraph.com/,0x9e8B73b5563c9aF1C35e5Aad588B67B6A414576b,0x9e8B73b5563c9aF1C35e5Aad588B67B6A414576b,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,59750000.0,0.0,0.0,0.0,0.0
551.0,0xd19033e89a3fcb4a7dc19baad712836f6965cf6b4efc0a40f1f0e46d23f8256c,Kwenta,PROJECT,Kwenta is a perpetual futures exchange on Optimism,https://kwenta.eth.limo/,0xC065E02D562cc390F3569305990BFD13B17eEC6B,0x82d2242257115351899894eF384f779b5ba8c695,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,791241.5635
552.0,0xe86ace02ddfb143eb1034965b5b5a326b19e99945800afc1452d2d04397994e7,International Media Nodes (IMN),PROJECT,Incubating global communities with multilingual crypto education and onboarding,https://www.banklessimn.com,0xACEdF0B670DB56Da6731E52841CEa7666D02Ec41,0x918cEB96DeEaBa2Db06b18d7FC8F52FE0a206040,"['COLLECTIVE_GOVERNANCE', 'OP_STACK']",0.0,33000.0,0.0,0.0,5000.0,0.0
553.0,0x1d7420159a7ae784669c6d675dd4f88acaeda9ab56d762347797b19c6422e319,Crypto Fundraising,PROJECT,"Funding database - historical data, profiles of the investors and startups.",https://crypto-fundraising.info,0xF80a109643E78Bf60A34110530d2a5fe0b414996,0xf2F099d2D133e2f3D1Ed8417Ca71E914a3185897,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
554.0,0x0dbc478d1c0eec7962e5dcc3de89f17eaeb2d7053c4edc0d293f1eaa53bb0265,Revelo Intel,PROJECT,"ReveloIntel is your source of reliable, consistent, and unbiased crypto research",https://revelointel.com,0x96AA7E4BA857087cf3b529012eDfe5a96F0412D6,0x96AA7E4BA857087cf3b529012eDfe5a96F0412D6,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,0.0
555.0,0xc9eab65a0f546527d3e4556709a16daa43203e8642b538e2b5687b4127071ec9,Arkham,PROJECT,Deanonymizing the Blockchain,https://www.arkhamintelligence.com/,0x901168296E01613E758433591B82E4d9606feddB,0x7663069c0cf0b686e7f2dd7bb59f2976a0899a42,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,0.0
556.0,0x7f2bcd6d20e753b49c12c96eee3304715ecb33bdc6750c572530c90750e47713,Seamless Protocol,PROJECT,"First native Base lending protocol. Isolated, permissionless, capital efficient.",https://www.seamlessprotocol.com/,0x53352a00316573E8F52696C572F1293Ac877eF4d,0x53352a00316573E8F52696C572F1293Ac877eF4d,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
557.0,0x2d93c0eca3a25f1350286a43e12958aef2292c5213adc111db326b40f67098cc,Slugs,PROJECT,"An onchain URL shortener, on Optimism.",https://s.box,0xcb57c082893450408D432B5d0BC38def93b26040,0x4Db5eD285AE33cFd0D6A6AB9ec775f7350f55e6d,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
558.0,0x3dfd6b4332ecaa6f961b5de2fc02b57f521710c79393e352bbe7e6ab8adff4f0,JobStash,PROJECT,JobStash is a crypto native Job Aggregator provided as a public good,https://app.jobstash.xyz,0xf071e75C56eD5B162B5cb5e9D30d752BcD663f2D,0xf071e75C56eD5B162B5cb5e9D30d752BcD663f2D,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,10000.0,0.0,0.0,0.0,1200.0
559.0,0xb223887547f0bd1560b4e472a18da5f8733792b7e334bf8009dd36346b91a8f8,Velodrome,PROJECT,The central trading and liquidity marketplace on Optimism.,https://velodrome.finance/,0xc6E5084b11eE98da7bDBc4F9cabf5E17bb209652,0x2B642c9609f9a174393F5014e34D1fB06e92Bb14,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",4510000.0,0.0,3000000.0,0.0,0.0,0.0
560.0,0xf28fd827c67ce04a26b1ecf1f938d109f56c0977d5a2f0a0a7ecb14eb3276122,Candide,PROJECT,Candide builds open Account Abstraction software,https://github.com/candidelabs,0x56a1740878966Bc82a1d9C047E46B02533857626,0x7bD62ff7E45538a507D0B52AeDeAB890f53836a6,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",190000.0,75000.0,0.0,0.0,39000.0,0.0
561.0,0x8a98ca3820628543b412f97cfb5e9d0b75987432daf1d6199a658234727c8564,Aerodrome Finance,PROJECT,The central trading and liquidity marketplace on Base.,https://aerodrome.finance/,0x2C4F3af64e1A832deb10D98aFAA71233794467F8,0x2B642c9609f9a174393F5014e34D1fB06e92Bb14,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",,,,,,
562.0,0xefa8ac63c7c8ba12ad5e43575ea25cd2d60fc44d38f6c83aea47ca6a7a05662d,Pairwise,PROJECT,Simplifying the voting RetroPGF experience: easier to face 2 than 2000,https://pairwise.retropgf.com/,0xd1B8dB70Ded72dB850713b2ce7e1A4FfAfAD95d1,0xd1B8dB70Ded72dB850713b2ce7e1A4FfAfAD95d1,['COLLECTIVE_GOVERNANCE'],570000.0,0.0,0.0,0.0,46831.08,0.0
563.0,0x0a590cce4569153cb95031a80525e2ab5d9bc27e4ecbed4d4dd91c27704cbeae,LauNaMu,INDIVIDUAL,Impact Evaluation and data availability catalyst for the Optimism Ecosystem. ,https://twitter.com/0xyNaMu,0x5d36a202687fD6Bd0f670545334bF0B4827Cc1E2,0x5d36a202687fD6Bd0f670545334bF0B4827Cc1E2,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
564.0,0xe40f4bceed7ff7b0cd1e3b4b13362b1494babab80dd37bf0c68ca00e1c707e55,Accessible Education for Web3 Public Goods Changemakers,PROJECT,Educating and onboarding the next wave of public goods users & builders to Web3.,https://www.cryptoaltruism.org/,0xA50064D462e17f7091eE62BaebeB18BFEBE21507,0xA50064D462e17f7091eE62BaebeB18BFEBE21507,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,6850.0,0.0,0.0,0.0,0.0
565.0,0x79fc11f76eb95d878142bf547b993f5850e2fec2408457ae7d3a68d0a755fabb,Public Goods Grant Management,PROJECT,Grants Management for Public Goods Projects on Optimism,https://generalmagic.io,0x33878e070db7f70D2953Fe0278Cd32aDf8104572,0x51b2934Bc91CCCEA127a9D091c9434Ad8c7565FC,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,721.0
566.0,0x12da34c1a3904b0f73945a9d7babe8f5182000b737a7da1fc3777554589a2191,Immunefi,PROJECT,Immunefi is a web3 focused bug bounty platform.,https://immunefi.com/,0x6c79837a6f08e1DF4a2971795f67A1849c122a05,0x942cfE3Ccc5478199F771601e975DDB9B6438D83,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",310000.0,0.0,0.0,0.0,0.0,0.0
567.0,0xef72bca84161d8ba1e471dbe58b8a3fef9cd56e697e885d78c6ec5c77e81b71a,Socket ,PROJECT,Socket is an interoperability bringing seamless connectivity to blockchains. ,https://socket.tech/,0x9ad673197E99449891C08B79d26bd541FB6856C9,0x803CE4f6A0e064a01C56f7Ca21223a7b65e4b869,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",500000.0,0.0,0.0,0.0,0.0,0.0
568.0,0x6eea26d2a2688f111f327806c65629f56802de7bc1078cd7618887ebf4006486,Blue Norva,PROJECT,Blue Norva is a gamefi project on the Optimism network.,https://bluenorva.io,0xb1c290787c03142E4696B67dA31606e2482a6559,0xb1c290787c03142E4696B67dA31606e2482a6559,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
569.0,0x023ec749b1a3ad4335595edad791b6dd5523a94817f53cba336060779471c3c8,Bankless DAO,PROJECT,Global education and Crypto Native Onboarding,https://www.bankless.community/,0x1e3a41F770219e03649b434b4c1E07850DfCFf66,0x918cEB96DeEaBa2Db06b18d7FC8F52FE0a206040,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,275000.0,0.0,0.0,27500.0,0.0
570.0,0xd366e1bdec99b048ef89c5162522c7b520cb0ac87cfe20c806f2091072044aec,Eth-Volcano,PROJECT,Eth-Volcano is driven by community adoption via Ethereum education.,https://twitter.com/ethvolcano_,0x5a039c597251fCbB574101Fc510a1759cc6871aF,0x5a039c597251fCbB574101Fc510a1759cc6871aF,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
571.0,0x912e6971c43c3a46dbb82d1358af205530663ef01c2fb0691d843a9f72293689,OpenZeppelin Contracts,PROJECT,OpenZeppelin Contracts are the go-to library for smart contract development.,https://www.openzeppelin.com/contracts,0x9e1E9D592BAb52406289A1B4e8Bc1236d9eAD33e,0xBC125D485EE2f414c84674085538118265D3f168,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,181764.94,0.0
572.0,0x4cd6a82325cb804aaa19bbc8a3900e4cfc7c9e1f8ab014a9e6318488bf6dd35f,simple8720,INDIVIDUAL,Highlighting my additional contributions in the TechNERDs project.,https://twitter.com/simple8720,0x770d6DC750d50c6a1E237f9a6F0fA75acF7546aC,0x70341004cfDf34De2788b8E196a7D7de44786996,['DEVELOPER_ECOSYSTEM'],4200.0,0.0,0.0,0.0,0.0,0.0
573.0,0xe32dd99f7bf39e91647601d011d0801f61cc551b89aa37f9b8f387178ce98464,ERC-6551 Tooling,PROJECT,"Create ERC-6551 NFTs, and transfer assets to them",https://tokenbound.world/,0x5561974F0D35D8C355241a5568894df7B691BB28,0x5561974F0D35D8C355241a5568894df7B691BB28,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
