,Project Name,Grants Season or Mission,Status,Initial delivery date,OP Delivered,OP Total Amount,Intent,Link,Other metadata,html,oso_slug
91,Curve,Grants Season 2,Sent,2023-12-06 00:00:00,,504828.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-curve/3089,"{""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-curve/3089"", ""L2 Address"": ""0xD166EEdf272B860E991d331B71041799379185D5""}",draft-gf-phase-1-proposal-curve.html,curve
92,PoolTogether,Grants Season 2,Sent,,,550000.0,,https://gov.optimism.io/t/review-gf-phase-1-pooltogether/3747,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-pooltogether/3747"", ""L2 Address"": ""0xfB0dADb835fAdE151aBf6780BeAfB12FC5BA0e1F""}",review-gf-phase-1-pooltogether.html,pool-together
93,Overnight.fi,Grants Season 2,Sent,,,400000.0,,http://overnight.fi/,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-overnight-fi-v2/3772"", ""L2 Address"": "" 0xe497285e466227F4E8648209E34B465dAA1F90a0""}",external-overnight.fi.html,overnight
94,Socket,Grants Season 2,Sent,,,500000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-socket/3647/2,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-socket/3647/2"", ""L2 Address"": ""0x803CE4f6A0e064a01C56f7Ca21223a7b65e4b869""}",review-gf-phase-1-proposal-socket.html,socket
95,EthernautDAO,Grants Season 2,Sent,,,120000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-8-ethernautdao/3800,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-8-ethernautdao/3800"", ""L2 Address"": ""0x2431BFA47bB3d494Bd720FaC71960F27a54b6FE7""}",review-gf-phase-1-proposal-cycle-8-ethernautdao.html,ethernautdao
96,Tally Ho ,Grants Season 2,Sent,,,400000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-tally-ho/3517/41,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-tally-ho/3517/41"", ""L2 Address"": ""0x99b36fDbC582D113aF36A21EBa06BFEAb7b9bE12""}",review-gf-phase-1-proposal-optimism-tally-ho.html,withtally
98,DefiLlama,Grants Season 2,Sent,,,300000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-defillama/3562,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-defillama/3562"", ""L2 Address"": ""0x08a3c2A819E3de7ACa384c798269B3Ce1CD0e437""}",review-gf-phase-1-proposal-defillama.html,defi-llama
99,Agora,Grants Season 2,Sent,,,50000.0,,https://gov.optimism.io/t/review-gf-phase-1-proposal-agora/3752,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-proposal-agora/3752"", ""L2 Address"": ""0x0e2cd794602152772a19c5eb7bf221ccafdabd9d""}",review-gf-phase-1-proposal-agora.html,voteagora
101,Mochi,Grants Season 2,Sent,,,100000.0,,https://gov.optimism.io/t/review-gf-phase-1-mochi/3427/3,"{""Proposal Link"": ""https://gov.optimism.io/t/review-gf-phase-1-mochi/3427/3"", ""L2 Address"": ""0x41693B7c0E41CBEa0d4F68Dc73898CB79e390f29""}",review-gf-phase-1-mochi.html,mochimons-mochimonsdev
102,Velodrome,Grants Season 2,Sent,,,4000000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-velodrome-finance/3736,"{""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-velodrome-finance/3736"", ""L2 Address"": ""0xb074ec6c37659525EEf2Fb44478077901F878012""}",ready-gf-phase-1-proposal-velodrome-finance.html,velodrome
104,Atomic Links,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-atomic-links/5029,"{""Cycle #"": ""Cycle 10"", ""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-atomic-links/5029"", ""L2 Address"": ""0xd873d124D79cA220eBEd2b93Eb1205c61d228864""}",draft-gf-phase-1-proposal-atomic-links.html,unknown
105,Attestation Station Interface,Grants Season 3,Sent,,20000.0,20000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-attestation-station-interface/4827,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-attestation-station-interface/4827"", ""L2 Address"": ""0x5EfF4B8c042AA6003cBDA6E32C4aA23657d3b6AF""}",draft-gf-phase-1-proposal-attestation-station-interface.html,attestation-station-interface-sbvegan
106,Clique,Grants Season 3,Sent,,25000.0,25000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-clique/4980,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-clique/4980"", ""L2 Address"": ""0xeF43993D36145a74ED34bc17656789A28a7c60C7""}",draft-gf-phase-1-proposal-clique.html,cliqueofficial
107,DeFunds,Grants Season 3,Sent,,2500.0,2500.0,,https://gov.optimism.io/t/gf-phase-1-proposal-defunds-co-decentralized-finance/4912,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-1-proposal-defunds-co-decentralized-finance/4912"", ""L2 Address"": ""0x92978b0d605c5ec59f9dbd9f11b689604f64ca3a""}",gf-phase-1-proposal-defunds-co-decentralized-finance.html,d-hedge
108,Edge Wallet,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/gf-phase-1-proposal-edge-wallet-integration-of-optimism-velodrome-lp-staking-swaps-tarot-lp-staking/3994,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-1-proposal-edge-wallet-integration-of-optimism-velodrome-lp-staking-swaps-tarot-lp-staking/3994"", ""L2 Address"": ""0xf473edfaaef8cb2e5cdd246b7d5b285e4f56f721""}",gf-phase-1-proposal-edge-wallet-integration-of-optimism-velodrome-lp-staking-swaps-tarot-lp-staking.html,edgeapp
109,ENS Wildcard Domains,Grants Season 3,Sent,,45000.0,45000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-ens-wildcard-domains/5044,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-ens-wildcard-domains/5044"", ""L2 Address"": ""0x1D7b8D3c6c896d7eB4f9118Ea377C359073d4083""}",draft-gf-phase-1-proposal-ens-wildcard-domains.html,wildcards-protocol
110,Front running protection,Grants Season 3,Sent,,30000.0,30000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-front-running-protection-via-shielded-mempool-for-op-stack-using-threshold-encryption/5036,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-front-running-protection-via-shielded-mempool-for-op-stack-using-threshold-encryption/5036"", ""L2 Address"": ""0xB476Ee7D610DAe7B23B671EBC7Bd6112E9772969""}",draft-gf-phase-1-proposal-front-running-protection-via-shielded-mempool-for-op-stack-using-threshold-encryption.html,shutter-network
111,Karma delegate registry,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-karma-delegate-registry/4982,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-karma-delegate-registry/4982"", ""L2 Address"": ""0x627f84bb4bBA3333f253F09fe22A445F195bCF34""}",draft-gf-phase-1-proposal-karma-delegate-registry.html,show-karma
112,Metronomo,Grants Season 3,Sent,,22500.0,22500.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-metronomo/5021,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-metronomo/5021"", ""L2 Address"": ""0x1A44AE850933Cc7B3bb464Da6D500dF1745dF0Ba""}",draft-gf-phase-1-proposal-metronomo.html,metronomo-xyz
113,Rotki,Grants Season 3,Sent,,40000.0,40000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-rotki/5025,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-rotki/5025"", ""L2 Address"": ""0x9531C059098e3d194fF87FebB587aB07B30B1306""}",draft-gf-phase-1-proposal-rotki.html,
114,Crypto LDFM,Grants Season 3,Sent,,4000.0,10000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-crypto-lfdm/5030,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-crypto-lfdm/5030"", ""L2 Address"": ""0x61ee892250c03c1d7bc673e661be87116caba2ac""}",draft-gf-phase-1-proposal-crypto-lfdm.html,unknown
115,KyberSwap,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-kyberswap/4068,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-kyberswap/4068"", ""L2 Address"": ""0x5891be896ed4a79ed928c55b17fbbecdb46f8a00""}",ready-gf-phase-1-proposal-kyberswap.html,kyber-swap
116,Mux,Grants Season 3,Approved,,,250000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-mux-protocol/5037,"{""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-mux-protocol/5037"", ""L2 Address"": ""0x7C8126ef43c09C22bf0CcdF7426180e6c48068A5""}",draft-gf-phase-1-proposal-mux-protocol.html,mux-world
117,Nested,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-nested/4965,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-nested/4965"", ""L2 Address"": ""0x07963001638c2e8283Ef7F3dABF4242Eaf5d4F79""}",ready-gf-phase-1-proposal-nested.html,unknown
119,Parcel,Grants Season 3,Sent,,60000.0,150000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-parcel/5032,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-parcel/5032"", ""L2 Address"": ""0xF95CeD2c9a8defD9378208aD84019866a3787233""}",draft-gf-phase-1-proposal-parcel.html,unknown
120,Premia,Grants Season 3,Sent,,94000.0,235000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-premia/5034,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-premia/5034"", ""L2 Address"": ""0xfc5538E1E9814eD6487b407FaD7b5710739A1cC2""}",draft-gf-phase-1-proposal-premia.html,premiafinance
121,Rubicon,Grants Season 3,Sent,,80000.0,200000.0,,https://gov.optimism.io/t/gf-phase-1-proposal-rubicon/5068,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-1-proposal-rubicon/5068"", ""L2 Address"": ""0x3204AC6F848e05557c6c7876E09059882e07962F""}",gf-phase-1-proposal-rubicon.html,
122,Sonne Finance,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/draft-2-gf-phase-1-proposal-sonne-finance/4779,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-2-gf-phase-1-proposal-sonne-finance/4779"", ""L2 Address"": ""0x784B82a27029C9E114b521abcC39D02B3D1DEAf2""}",draft-2-gf-phase-1-proposal-sonne-finance.html,sonne-finance
123,Thales,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-thales/4984,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-thales/4984"", ""L2 Address"": ""0x489863b61C625a15C74FB4C21486baCb4A3937AB""}",draft-gf-phase-1-proposal-thales.html,
124,The Optimistic Series,Grants Season 3,Sent,,30000.0,30000.0,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-the-optimistic-series/4911,"{""Status.1"": 1, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-proposal-the-optimistic-series/4911"", ""L2 Address"": ""0x6b492bbbe311f3c1e15e3d4ccc00cc2a412089ff""}",draft-gf-phase-1-proposal-the-optimistic-series.html,unknown
125,Via Protocol,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/gf-phase-1-proposal-via-protocol/4917,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/gf-phase-1-proposal-via-protocol/4917"", ""L2 Address"": ""0x1A27cdf069F2E8cc5b77b72BeA43851086aF5D83""}",gf-phase-1-proposal-via-protocol.html,via-protocol
153,Airgap Wallet,Grants Season 3,Sent,,18000.0,18000.0,,https://gov.optimism.io/t/ready-builders-cycle-11-integration-of-optimism-into-airgap-vault-airgap-wallet-and-airgap-coin-lib/5402,"{""Cycle #"": ""Cycle 11"", ""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-builders-cycle-11-integration-of-optimism-into-airgap-vault-airgap-wallet-and-airgap-coin-lib/5402"", ""L2 Address"": ""0x276dcbb22b41F272F626C6D7348e93618C0ec5B4""}",ready-builders-cycle-11-integration-of-optimism-into-airgap-vault-airgap-wallet-and-airgap-coin-lib.html,airgap-it
154,Chaintrap,Grants Season 3,Sent,,10000.0,10000.0,,https://gov.optimism.io/t/final-chaintrap-builders-cycle-11/5526,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/final-chaintrap-builders-cycle-11/5526"", ""L2 Address"": ""0xb053216998E4E11c655e3C9CEe086Bf3cc7c8Ed7""}",final-chaintrap-builders-cycle-11.html,polysensus-chaintrap
155,CharmVerse,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/draft-gf-phase-1-charmverse/5546,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-phase-1-charmverse/5546"", ""L2 Address"": ""0xD3581888a0890Fb3270F8349588F3f4Cc25Fb2c9""}",draft-gf-phase-1-charmverse.html,unknown
156,DeNotify,Grants Season 3,Sent,,25000.0,25000.0,,https://gov.optimism.io/t/denotify-builder-grant-cycle-11/5480,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/denotify-builder-grant-cycle-11/5480"", ""L2 Address"": ""0x7601630eC802952ba1ED2B6e4db16F699A0a5A87""}",denotify-builder-grant-cycle-11.html,robo-labs
157,dm3 Protocol,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/dm3-protocol-messaging-as-a-public-good/5505,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/dm3-protocol-messaging-as-a-public-good/5505"", ""L2 Address"": ""0x11Ee133A1408FE2d7c62296D7eB33F234b774503""}",dm3-protocol-messaging-as-a-public-good.html,unknown
158,Footprint Analytics,Grants Season 3,Sent,,30000.0,30000.0,,https://gov.optimism.io/t/footprint-analytics-optimism-builders-grant-cycle-11/5603,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/footprint-analytics-optimism-builders-grant-cycle-11/5603"", ""L2 Address"": ""0x1f0A4eb02d9BEfBd1538E8D230699d4e434CDbEE""}",footprint-analytics-optimism-builders-grant-cycle-11.html,footprintanalytics
159,Herodotus,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/cycle-11-herodotus-storage-proofs/5630,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/cycle-11-herodotus-storage-proofs/5630"", ""L2 Address"": ""0x17C2D875CB397D813eAE817DaFD25807E348Df07""}",cycle-11-herodotus-storage-proofs.html,herodotusdev
160,Infinity Keys,Grants Season 3,Sent,,25000.0,25000.0,,https://gov.optimism.io/t/infinity-keys-build-grant-cycle-11/5635,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/infinity-keys-build-grant-cycle-11/5635"", ""L2 Address"": ""x37c752aA952CFb62cc403fd810F2a01801675Bcc""}",infinity-keys-build-grant-cycle-11.html,infinity-keys
161,Inverter,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/builders-cycle-11-inverter-network-conditional-streaming-protocol-on-optimism/5623,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/builders-cycle-11-inverter-network-conditional-streaming-protocol-on-optimism/5623"", ""L2 Address"": ""0x7878AefB660AF2B0928b6E1A8AcD2b97ECB37C2c""}",builders-cycle-11-inverter-network-conditional-streaming-protocol-on-optimism.html,inverternetwork
162,JiffyScan,Grants Season 3,Sent,,46000.0,46000.0,,https://gov.optimism.io/t/jiffyscan-builder-grant-cycle-11/5562,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/jiffyscan-builder-grant-cycle-11/5562"", ""L2 Address"": ""0xdd347ad6aA6D26ae6840ed3574E6Ce4b0E002066""}",jiffyscan-builder-grant-cycle-11.html,jiffy-labs
163,Opti.domains,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-opti-domains-interoperable-domain-name-for-the-op-stack/5510,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-opti-domains-interoperable-domain-name-for-the-op-stack/5510"", ""L2 Address"": ""0x8b6c27ec466923fad66Ada94c78AA320eA876969""}",ready-gf-phase-1-proposal-opti-domains-interoperable-domain-name-for-the-op-stack.html,opti-domains
164,Synpress,Grants Season 3,Sent,,50000.0,50000.0,,https://gov.optimism.io/t/synpress-builders-grant-cycle-11/5578,"{""Status.1"": ""Locked"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://gov.optimism.io/t/synpress-builders-grant-cycle-11/5578"", ""L2 Address"": ""0x7b57c388e6149b5c197B925037602d5B6bafFbCc""}",synpress-builders-grant-cycle-11.html,synpress-synthetixio
165,Another World,Grants Season 3,Sent,,20000.0,50000.0,,https://gov.optimism.io/t/another-world-growth-experiments-cycle-11/5538,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/another-world-growth-experiments-cycle-11/5538"", ""L2 Address"": ""0x93501fddb36ea67ffa2c361b3da035c142299d4f""}",another-world-growth-experiments-cycle-11.html,another-world
166,Bored Town,Grants Season 3,Sent,,20000.0,50000.0,,https://gov.optimism.io/t/growth-experiment-bored-town-nft-art-community/5612,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/growth-experiment-bored-town-nft-art-community/5612"", ""L2 Address"": ""0x99a9cC2Aaf54F6bE94A437641692A72810f6E9d5""}",growth-experiment-bored-town-nft-art-community.html,bored-town
167,dForce,Grants Season 3,Sent,,80000.0,200000.0,,https://gov.optimism.io/t/draft-gf-cycle-11-proposall-dforce-one-stop-shop-for-defi-solutions-on-optimism/5482,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/draft-gf-cycle-11-proposall-dforce-one-stop-shop-for-defi-solutions-on-optimism/5482"", ""L2 Address"": ""0x69C1a51711B061E5935c648beb16e349898B17dF""}",draft-gf-cycle-11-proposall-dforce-one-stop-shop-for-defi-solutions-on-optimism.html,
168,Fairmint,Grants Season 3,Sent,,100000.0,250000.0,,https://gov.optimism.io/t/ready-fairmint-growth-experiments-cycle-11/5508,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/ready-fairmint-growth-experiments-cycle-11/5508"", ""L2 Address"": ""0x926E2d35053e2d9d1CC72C6eDA23F13a33270a76""}",ready-fairmint-growth-experiments-cycle-11.html,fairmint
169,Geo Web,Grants Season 3,Sent,,800.0,2000.0,,https://gov.optimism.io/t/geo-web-growth-experiments-cycle-11/5594,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/geo-web-growth-experiments-cycle-11/5594"", ""L2 Address"": ""0xDE798cD9C53F4806B9Cc7dD27aDf7c641540167c""}",geo-web-growth-experiments-cycle-11.html,geo-web
170,Giveth,Grants Season 3,Sent,,,40000.0,,https://gov.optimism.io/t/giveth-growth-experiment/5637,"{""Proposal Link"": ""https://gov.optimism.io/t/giveth-growth-experiment/5637"", ""L2 Address"": ""0x4D9339dd97db55e3B9bCBE65dE39fF9c04d1C2cd (giv.eth)""}",giveth-growth-experiment.html,giveth
171,Metalswap,Grants Season 3,Sent,,12000.0,30000.0,,https://gov.optimism.io/t/metalswap-growth-experiments-grant-cycle-11/5613,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/metalswap-growth-experiments-grant-cycle-11/5613"", ""L2 Address"": ""0xB0E9021096d7d6458D747CFe959E5E066Fc52dED""}",metalswap-growth-experiments-grant-cycle-11.html,metalswap-defi-foundation
172,Galxe (Oat),Grants Season 3,Passed,,,200000.0,,https://gov.optimism.io/t/growth-experiments-grant-optimism-oat-subsidization-on-galxe-cycle-11/5535,"{""Proposal Link"": ""https://gov.optimism.io/t/growth-experiments-grant-optimism-oat-subsidization-on-galxe-cycle-11/5535"", ""L2 Address"": ""0x5aB0Fdc6F0CA9Ea178c95cECCf944A4ce1AedDdD""}",growth-experiments-grant-optimism-oat-subsidization-on-galxe-cycle-11.html,galxe
173,Optiland Quests,Grants Season 3,Passed,,,20000.0,,https://gov.optimism.io/t/optiland-quests/5425,"{""Proposal Link"": ""https://gov.optimism.io/t/optiland-quests/5425"", ""L2 Address"": ""0x14fF422F5bacc52E20BE81B184F4CE1f0367402B""}",optiland-quests.html,unknown
174,Paytrie,Grants Season 3,Sent,,20000.0,50000.0,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-paytrie-stablecoin-on-off-ramp-in-canada/5380,"{""Status.1"": 0.4, ""Proposal Link"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-paytrie-stablecoin-on-off-ramp-in-canada/5380"", ""L2 Address"": ""0x5B5ECfc8122bA166b21d6Ea26268Ef97e09B2E9F""}",ready-gf-phase-1-proposal-paytrie-stablecoin-on-off-ramp-in-canada.html,unknown
